,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
10,288609.34586567135,475000.0,1518,1518,0,4,1Fam,TA,Mn,0.0,0.0,Unf,Unf,0.0,0.0,TA,1107.0,Y,Artery,Norm,SBrkr,0,Gd,Gd,Wd Sdng,Wd Sdng,GdPrv,TA,2,BrkTil,2,Typ,840.0,3.0,TA,Unf,Ex,Detchd,1993.0,3608,1,GasA,Ex,2.5Fin,1,Ex,Lvl,Gtl,22950,Inside,90.0,IR2,572,75,RM,0.0,None,NA,0,6,OldTown,260,9,10,Y,0,WdShngl,Gable,Normal,WD,410,Pave,12,1107.0,AllPub,0,1892,1993,2006
11,266351.65785921837,466500.0,2633,0,0,2,1Fam,TA,Gd,1282.0,0.0,GLQ,Unf,1.0,0.0,Ex,1351.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,NA,Gd,2,PConc,2,Typ,804.0,3.0,TA,RFn,TA,Attchd,2001.0,2633,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,11400,Inside,0.0,Reg,0,20,RL,705.0,BrkFace,NA,0,3,NoRidge,140,5,10,Y,0,CompShg,Hip,Normal,WD,0,Pave,8,2633.0,AllPub,314,2001,2002,2007
12,243038.0740890893,465000.0,2076,0,0,2,1Fam,Gd,Gd,1386.0,0.0,GLQ,Unf,1.0,0.0,Ex,690.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,850.0,3.0,TA,Fin,TA,Attchd,2006.0,2076,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,13891,Inside,107.0,Reg,0,20,RL,0.0,None,NA,0,9,NridgHt,229,5,10,Y,0,CompShg,Gable,Partial,New,0,Pave,7,2076.0,AllPub,216,2006,2006,2006
13,248529.28025188154,451950.0,1728,568,0,3,1Fam,TA,Gd,1338.0,0.0,GLQ,Unf,1.0,0.0,Ex,384.0,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,NA,Gd,1,PConc,2,Typ,842.0,3.0,TA,RFn,TA,BuiltIn,2008.0,2296,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,13478,Corner,97.0,IR1,0,60,RL,420.0,Stone,NA,0,6,NridgHt,274,5,10,Y,0,CompShg,Gable,Normal,ConLI,0,Pave,10,1722.0,AllPub,382,2008,2008,2009
14,250745.41526974627,446261.0,1476,1237,0,3,1Fam,TA,Av,1330.0,0.0,GLQ,Unf,1.0,0.0,Ex,122.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,858.0,3.0,TA,Fin,TA,Attchd,2008.0,2713,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,14948,Inside,67.0,IR1,0,60,RL,268.0,Stone,NA,0,11,NridgHt,66,5,9,Y,0,CompShg,Hip,Partial,New,0,Pave,11,1452.0,AllPub,126,2008,2008,2008
15,246175.29433839765,440000.0,1976,0,0,2,1Fam,TA,Gd,1350.0,0.0,GLQ,Unf,1.0,0.0,Ex,626.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Ex,1,PConc,2,Typ,908.0,3.0,TA,RFn,TA,Attchd,2006.0,1976,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,14977,Inside,110.0,IR1,0,20,RL,304.0,BrkFace,NA,0,7,NridgHt,63,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,7,1976.0,AllPub,250,2006,2007,2007
16,255509.0328412235,438780.0,1426,1519,0,3,1Fam,TA,Gd,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1410.0,Y,Norm,Norm,SBrkr,37,TA,Ex,VinylSd,VinylSd,NA,Gd,1,PConc,3,Typ,641.0,3.0,TA,Fin,TA,BuiltIn,2006.0,2945,1,GasA,Ex,2Story,1,Gd,HLS,Gtl,13682,CulDSac,66.0,IR2,0,60,RL,1031.0,BrkFace,NA,0,10,StoneBr,0,5,10,Y,0,CompShg,Hip,Partial,New,0,Pave,10,1410.0,AllPub,192,2006,2006,2006
17,284740.6879727915,437154.0,1848,880,0,4,1Fam,TA,No,1410.0,0.0,GLQ,Unf,1.0,0.0,Ex,438.0,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,NA,Ex,2,PConc,2,Typ,706.0,3.0,TA,Fin,TA,Attchd,2006.0,2728,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,20431,Inside,56.0,IR2,0,60,RL,870.0,BrkFace,NA,0,4,NridgHt,0,5,9,Y,0,CompShg,Hip,Partial,New,0,Pave,10,1848.0,AllPub,0,2005,2006,2006
18,282081.79364761856,430000.0,3228,0,0,4,1Fam,TA,No,1231.0,0.0,GLQ,Unf,1.0,0.0,Gd,1969.0,Y,Norm,Norm,SBrkr,291,TA,Gd,BrkFace,BrkFace,NA,Gd,1,PConc,3,Typ,546.0,2.0,TA,RFn,TA,Attchd,1992.0,3228,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12692,Inside,0.0,IR1,0,20,RL,0.0,None,NA,0,5,NoRidge,75,5,8,Y,0,CompShg,Hip,Normal,WD,0,Pave,10,3200.0,AllPub,264,1992,1993,2007
19,238238.1649191109,426000.0,1742,590,0,3,1Fam,TA,Av,1280.0,0.0,GLQ,Unf,1.0,0.0,Ex,402.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,NA,Ex,1,PConc,2,Typ,846.0,3.0,TA,Fin,TA,BuiltIn,2008.0,2332,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,12474,Inside,96.0,Reg,0,60,RL,272.0,Stone,NA,0,8,NridgHt,134,5,10,Y,0,CompShg,Gable,Partial,New,0,Pave,9,1682.0,AllPub,196,2007,2008,2008
20,238450.9726492838,424870.0,1466,1362,0,4,1Fam,TA,Gd,1150.0,0.0,GLQ,Unf,1.0,0.0,Ex,316.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,3,Typ,1052.0,3.0,TA,RFn,TA,BuiltIn,2006.0,2828,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9965,Inside,77.0,Reg,0,60,RL,340.0,Stone,NA,0,4,CollgCr,144,5,8,Y,0,CompShg,Hip,Partial,New,0,Pave,11,1466.0,AllPub,125,2006,2007,2007
21,274661.795196444,423000.0,2097,0,0,1,1Fam,TA,Mn,1721.0,0.0,GLQ,Unf,1.0,0.0,Ex,356.0,Y,RRAn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Ex,1,PConc,1,Typ,1134.0,3.0,TA,Fin,TA,Attchd,2005.0,2097,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,20896,CulDSac,49.0,IR2,0,20,RL,0.0,None,NA,0,1,Somerst,267,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,8,2077.0,AllPub,192,2005,2006,2006
22,245680.1935060482,415298.0,2121,0,0,3,1Fam,TA,Gd,0.0,0.0,Unf,Unf,0.0,0.0,Ex,2121.0,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,NA,Ex,1,PConc,2,Typ,732.0,3.0,TA,Fin,TA,Attchd,2007.0,2121,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,14450,Inside,107.0,Reg,0,20,RL,315.0,BrkFace,NA,0,5,NridgHt,98,5,9,Y,0,CompShg,Gable,Partial,New,142,Pave,8,2121.0,AllPub,124,2006,2007,2007
23,253338.0380587929,412500.0,1572,1096,0,3,1Fam,TA,Av,1016.0,0.0,GLQ,Unf,1.0,0.0,Ex,556.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,2,PConc,2,Typ,726.0,3.0,TA,Fin,TA,BuiltIn,2003.0,2668,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,13688,Inside,110.0,IR1,0,60,RL,664.0,BrkFace,NA,0,3,NridgHt,0,5,9,Y,0,CompShg,Gable,Normal,WD,0,Pave,10,1572.0,AllPub,400,2003,2004,2008
24,276705.82598475355,410000.0,2053,1185,0,4,1Fam,TA,Av,816.0,0.0,GLQ,Unf,1.0,0.0,Gd,1217.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Ex,1,PConc,2,Typ,666.0,3.0,TA,Fin,TA,Attchd,1996.0,3238,1,GasA,Ex,1.5Fin,1,Gd,Lvl,Gtl,14720,CulDSac,56.0,IR1,0,50,RL,579.0,BrkFace,NA,0,3,NoRidge,86,5,8,Y,0,CompShg,Hip,Normal,WD,0,Pave,9,2033.0,AllPub,283,1995,1996,2010
25,255049.2230012153,403000.0,1490,1304,0,4,1Fam,TA,No,689.0,0.0,GLQ,Unf,1.0,0.0,Gd,773.0,Y,Norm,Norm,SBrkr,202,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,810.0,3.0,TA,Fin,TA,Attchd,1995.0,2794,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,15138,Inside,174.0,IR1,0,60,RL,506.0,BrkFace,NA,0,7,NoRidge,146,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,1462.0,AllPub,0,1995,1996,2009
26,235930.5941457443,402861.0,2020,0,0,3,1Fam,TA,No,1436.0,0.0,GLQ,Unf,1.0,0.0,Ex,570.0,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,NA,Gd,1,CBlock,2,Typ,900.0,3.0,TA,Fin,TA,Attchd,2009.0,2020,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12220,Inside,94.0,Reg,0,20,RL,305.0,BrkFace,NA,0,9,NridgHt,54,5,10,Y,0,CompShg,Hip,Partial,New,0,Pave,9,2006.0,AllPub,156,2009,2009,2009
27,376500.1094179462,402000.0,1686,762,0,4,1Fam,Gd,No,1361.0,180.0,GLQ,Rec,1.0,0.0,Gd,88.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,711.0,3.0,TA,RFn,TA,Attchd,1994.0,2448,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,46589,CulDSac,52.0,IR2,0,60,RL,528.0,BrkFace,NA,0,7,NoRidge,76,7,8,Y,0,CompShg,Hip,Normal,WD,0,Pave,8,1629.0,AllPub,517,1994,2005,2009
28,223927.6995171402,395192.0,1940,0,0,3,1Fam,TA,Av,1646.0,0.0,GLQ,Unf,1.0,0.0,Ex,284.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,606.0,3.0,TA,Fin,TA,Attchd,2010.0,1940,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,10159,Inside,83.0,IR1,0,20,RL,450.0,Stone,NA,0,4,NridgHt,95,5,9,Y,0,CompShg,Hip,Partial,New,0,Pave,8,1930.0,AllPub,168,2009,2010,2010
29,240364.0668900624,395000.0,1973,0,0,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1935.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,895.0,3.0,TA,Fin,TA,Attchd,2006.0,1973,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,14226,Corner,110.0,Reg,0,20,RL,375.0,BrkFace,NA,0,7,NridgHt,45,5,8,Y,0,CompShg,Hip,Partial,New,0,Pave,9,1935.0,AllPub,315,2006,2006,2007
30,233142.27924898846,394617.0,1932,0,304,2,1Fam,TA,Av,1336.0,0.0,GLQ,Unf,1.0,0.0,Ex,596.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,774.0,3.0,TA,Fin,TA,Attchd,2008.0,1932,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12444,FR2,96.0,Reg,0,20,RL,426.0,Stone,NA,0,11,NridgHt,66,5,8,Y,0,CompShg,Hip,Partial,New,0,Pave,7,1932.0,AllPub,0,2008,2008,2008
31,224231.85005348225,394432.0,1856,0,0,1,1Fam,TA,Av,1445.0,0.0,GLQ,Unf,1.0,0.0,Ex,411.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Ex,1,PConc,1,Typ,834.0,3.0,TA,Fin,TA,Attchd,2010.0,1856,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,11394,Corner,88.0,Reg,0,20,RL,350.0,Stone,NA,0,6,StoneBr,0,2,9,Y,0,CompShg,Hip,Partial,New,0,Pave,8,1856.0,AllPub,113,2010,2010,2010
32,187611.60025757193,392500.0,1652,0,153,2,TwnhsE,TA,Gd,1480.0,0.0,GLQ,Unf,1.0,1.0,Ex,120.0,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,NA,Gd,1,PConc,2,Typ,482.0,2.0,TA,Fin,TA,Attchd,2008.0,1652,0,GasA,Ex,1Story,1,Gd,HLS,Mod,5587,Inside,64.0,IR1,0,120,RM,186.0,Stone,NA,0,11,Crawfor,53,5,8,Y,0,CompShg,Hip,Partial,New,0,Pave,5,1600.0,AllPub,162,2008,2008,2008
33,182221.83640660034,392000.0,1419,0,0,2,1Fam,TA,Av,945.0,0.0,GLQ,Unf,1.0,0.0,Gd,474.0,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,NA,Gd,1,PConc,2,Typ,567.0,2.0,TA,RFn,TA,Attchd,2007.0,1419,0,GasA,Ex,1Story,1,Gd,HLS,Gtl,8089,Inside,60.0,Reg,0,20,RL,0.0,BrkFace,NA,0,10,StoneBr,0,6,8,Y,0,CompShg,Gable,Partial,New,0,Pave,7,1419.0,AllPub,140,2007,2007,2007
34,265646.97772857343,386250.0,2392,0,0,3,1Fam,TA,Gd,56.0,0.0,GLQ,Unf,0.0,0.0,Ex,2336.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,NA,Ex,1,PConc,2,Typ,968.0,3.0,TA,Fin,TA,Attchd,2003.0,2392,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,13472,Inside,103.0,Reg,0,20,RL,922.0,BrkFace,NA,0,6,NridgHt,105,5,10,Y,0,CompShg,Hip,Normal,WD,0,Pave,8,2392.0,AllPub,248,2003,2003,2009
35,380698.6850024315,385000.0,1842,0,0,0,1Fam,TA,Gd,1810.0,0.0,GLQ,Unf,2.0,0.0,Ex,32.0,Y,Norm,Norm,SBrkr,0,TA,Gd,WdShing,Wd Shng,NA,Gd,1,CBlock,0,Typ,894.0,3.0,TA,Fin,TA,Attchd,1981.0,1842,1,GasA,Gd,1Story,1,Gd,Low,Gtl,50271,Inside,68.0,IR1,0,20,RL,0.0,None,NA,0,11,Veenker,72,5,9,Y,0,WdShngl,Gable,Normal,WD,0,Pave,5,1842.0,AllPub,857,1981,1987,2006
36,261313.89900575424,385000.0,2084,0,0,2,1Fam,TA,Av,1636.0,0.0,GLQ,Unf,1.0,0.0,Ex,442.0,Y,PosN,PosN,SBrkr,0,TA,Ex,CemntBd,CmentBd,NA,Gd,1,PConc,2,Typ,1220.0,3.0,TA,Fin,TA,Attchd,2007.0,2084,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,14803,Inside,114.0,Reg,0,20,RL,816.0,BrkFace,NA,0,6,NridgHt,45,5,10,Y,0,CompShg,Hip,Partial,New,0,Pave,7,2078.0,AllPub,188,2007,2008,2008
37,228248.93269906196,383970.0,1282,1414,0,4,1Fam,TA,Av,984.0,0.0,GLQ,Unf,1.0,0.0,Ex,280.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,792.0,3.0,TA,Fin,TA,BuiltIn,2007.0,2696,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,9965,Inside,77.0,Reg,0,60,RL,220.0,Stone,NA,0,10,CollgCr,184,5,7,Y,0,CompShg,Gable,Partial,New,168,Pave,10,1264.0,AllPub,120,2007,2007,2007
38,253186.1241354753,381000.0,1968,1479,0,4,1Fam,TA,Mn,192.0,0.0,Rec,Unf,0.0,0.0,TA,536.0,Y,Norm,Norm,SBrkr,0,Gd,TA,Stucco,Stucco,GdWo,Gd,2,CBlock,3,Typ,1014.0,3.0,TA,Unf,TA,BuiltIn,1982.0,3447,1,GasA,Ex,1.5Fin,1,Gd,Lvl,Mod,14100,Inside,0.0,IR1,0,50,RL,632.0,BrkFace,NA,0,5,Crawfor,12,9,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,11,728.0,AllPub,314,1935,1997,2008
39,264407.3697740394,380000.0,2069,574,0,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,2153.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,694.0,3.0,TA,Fin,TA,BuiltIn,2006.0,2643,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,13693,Inside,105.0,Reg,0,60,RL,772.0,BrkFace,NA,0,3,NridgHt,84,5,9,Y,0,CompShg,Hip,Normal,WD,0,Pave,9,2153.0,AllPub,414,2006,2006,2007
40,229698.84730704306,378500.0,2018,0,0,3,1Fam,TA,Gd,0.0,0.0,Unf,Unf,0.0,0.0,Ex,2002.0,Y,Norm,Norm,SBrkr,0,TA,Ex,Stucco,CmentBd,NA,Gd,1,PConc,2,Typ,746.0,3.0,TA,Fin,TA,Attchd,2009.0,2018,0,GasA,Ex,1Story,1,Ex,HLS,Gtl,13214,Inside,89.0,IR1,0,20,RL,0.0,None,NA,0,5,Timber,76,5,9,Y,0,CompShg,Hip,Normal,WD,0,Pave,10,2002.0,AllPub,144,2008,2009,2010
41,230023.16217392447,377500.0,1746,0,0,3,1Fam,TA,Gd,1320.0,0.0,GLQ,Unf,1.0,0.0,Ex,426.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,NA,Gd,2,PConc,2,Typ,758.0,3.0,TA,Fin,TA,Attchd,2006.0,1746,0,GasA,Ex,1Story,1,Ex,HLS,Gtl,14892,CulDSac,42.0,IR1,0,20,RL,160.0,Stone,NA,0,10,Gilbert,39,5,9,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1746.0,AllPub,201,2006,2007,2009
42,234587.24158749814,377426.0,1922,0,0,3,1Fam,TA,Gd,1249.0,0.0,GLQ,Unf,1.0,0.0,Ex,673.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,676.0,3.0,TA,Fin,TA,Attchd,2005.0,1922,0,GasA,Ex,1Story,1,Gd,HLS,Gtl,14157,Corner,86.0,IR1,0,20,RL,200.0,Stone,NA,0,7,StoneBr,51,5,9,Y,0,CompShg,Hip,Normal,WD,0,Pave,8,1922.0,AllPub,178,2005,2006,2007
43,1010984.01016863,375000.0,2036,0,0,3,1Fam,TA,Gd,1236.0,820.0,ALQ,Rec,2.0,0.0,Gd,80.0,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,BrkFace,NA,Gd,2,CBlock,2,Typ,513.0,2.0,TA,RFn,TA,Attchd,1965.0,2036,0,GasW,TA,1Story,1,TA,Low,Sev,215245,Inside,150.0,IR3,0,20,RL,0.0,None,NA,0,6,Timber,0,5,7,Y,0,CompShg,Hip,Normal,WD,0,Pave,8,2136.0,AllPub,0,1965,1965,2009
44,228462.32162480932,374000.0,1792,0,0,2,1Fam,TA,Gd,1567.0,0.0,GLQ,Unf,1.0,0.0,Ex,225.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,874.0,3.0,TA,Fin,TA,Attchd,2003.0,1792,0,GasA,Ex,1Story,1,Ex,HLS,Gtl,11846,Inside,72.0,IR1,0,20,RL,562.0,BrkFace,NA,0,8,NridgHt,49,5,9,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,1792.0,AllPub,206,2003,2004,2006
45,236035.87997362806,372500.0,2046,0,0,3,1Fam,TA,Mn,0.0,0.0,Unf,Unf,0.0,0.0,Ex,2046.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,834.0,3.0,TA,Fin,TA,Attchd,2008.0,2046,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11844,Inside,80.0,IR1,0,20,RL,464.0,Stone,NA,0,7,StoneBr,82,5,8,Y,0,CompShg,Hip,Partial,New,0,Pave,7,2046.0,AllPub,322,2008,2008,2009
46,228902.18982772197,372402.0,1710,0,0,2,1Fam,TA,Gd,1400.0,0.0,GLQ,Unf,1.0,0.0,Ex,310.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,866.0,3.0,TA,RFn,TA,Attchd,2007.0,1710,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,13891,Inside,107.0,Reg,0,20,RL,436.0,Stone,NA,0,1,NridgHt,102,5,8,Y,0,CompShg,Hip,Partial,New,0,Pave,6,1710.0,AllPub,0,2007,2008,2008
